                 Q-tabell                       State Space
        Q1        Q2        Q3		   k1   k2   k3   k4   k5   k6
      0.00      0.00      0.00		    0    2    3    3    0    1
      0.00      0.00      0.00		    0    0    2    3    3    0
      1.00      1.00      0.00		    0    0    0    2    3    3
      0.00      1.00      2.00		    0    0    0    0    2    3
      3.00      0.00      1.00		    3    0    0    0    0    2
      3.00      3.00      0.00		    1    4    0    0    0    0
      2.00      3.00      3.00		    0    1    5    0    0    0
      0.00      2.00      3.00		    3    1    0    0    0    0
      0.00      0.00      2.00		    3    3    1    0    1    0
      0.00      0.00      0.00		    2    3    3    1    0    2
      0.00      0.00      0.00		    0    2    3    3    1    0
      3.00      0.00      0.00		    0    0    2    3    3    1
      0.00      4.00      0.00		    0    0    0    2    3    3
      1.00      0.00      5.00		    0    0    0    0    2    3
      3.00      1.00      1.00		    0    0    0    0    0    2
      3.00      3.00      1.00		    1    1    0    0    0    0
      2.00      3.00      3.00		    1    1    2    0    0    0
      0.00      2.00      3.00		    3    1    1    3    0    0
      0.00      0.00      2.00		    3    3    1    1    4    0
      0.00      0.00      0.00		    2    3    3    1    1    5
      0.00      0.00      0.00		    1    0    0    0    0    0
      0.00      0.00      0.00		    0    1    0    0    0    0
      0.00      1.00      0.00		    0    0    1    0    0    0
      0.00      0.00      2.00		    0    0    0    1    0    0
      0.00      0.00      0.00		    3    0    0    0    1    0
      0.00      0.00      0.00		    0    4    0    0    0    1
      0.00      0.00      0.00		    0    0    5    0    0    0
      1.00      0.00      0.00		    0    0    1    0    0    0
      0.00      1.00      0.00		    0    0    0    1    1    0
      0.00      0.00      1.00		    0    0    0    0    1    2
      0.00      0.00      0.00		    1    0    0    0    0    1
      3.00      0.00      0.00		    0    1    0    0    0    0
      1.00      4.00      0.00		    0    0    1    0    0    0
      0.00      1.00      5.00		    0    0    0    1    0    0
      0.00      1.00      0.00		    0    0    0    0    1    0
      0.00      0.00      1.00		    0    1    0    0    0    1
      0.00      0.00      0.00		    1    0    2    0    0    0
      1.00      0.00      0.00		    0    1    0    3    0    0
      0.00      1.00      0.00		    0    0    1    0    4    0
      0.00      0.00      1.00		    0    0    0    1    0    5
      0.00      0.00      0.00		    1    0    0    0    1    1
      0.00      0.00      0.00		    0    1    0    0    0    1
      1.00      1.00      0.00		    0    0    1    0    0    0
      1.00      1.00      2.00		    0    0    0    1    0    0
      0.00      1.00      1.00		    3    0    0    0    1    0
      0.00      0.00      1.00		    1    4    0    0    0    1
      0.00      0.00      0.00		    1    1    5    0    0    0
      1.00      0.00      0.00		    1    0    0    0    0    0
      0.00      1.00      0.00		    0    1    0    0    1    0
      0.00      0.00      1.00		    0    0    1    0    0    2
      0.00      0.00      0.00		    1    0    0    1    0    0
      3.00      0.00      0.00		    0    1    0    0    1    0
      0.00      4.00      0.00		    0    0    1    0    0    1
      0.00      0.00      5.00		    0    0    0    1    0    0
      1.00      0.00      1.00		    0    0    0    0    1    0
      0.00      1.00      0.00		    1    1    0    0    0    1
      0.00      0.00      1.00		    0    1    2    0    0    0
      1.00      0.00      0.00		    1    0    1    3    0    0
      0.00      1.00      0.00		    0    1    0    1    4    0
      0.00      0.00      1.00		    0    0    1    0    1    5
      0.00      0.00      0.00		    1    0    0    1    1    0
      0.00      0.00      0.00		    0    1    0    0    1    1
      0.00      1.00      0.00		    0    0    1    0    0    1
      1.00      0.00      2.00		    0    0    0    1    0    0
      1.00      1.00      0.00		    3    0    0    0    1    0
      0.00      1.00      1.00		    0    4    0    0    0    1
      0.00      0.00      1.00		    1    0    5    0    0    0
      1.00      0.00      0.00		    1    1    1    0    0    0
      0.00      1.00      0.00		    0    1    1    1    1    0
      0.00      0.00      1.00		    0    0    1    1    1    2
      0.00      0.00      0.00		    1    0    0    1    1    1
      3.00      0.00      0.00		    0    1    0    0    1    1
      1.00      4.00      0.00		    0    0    1    0    0    1
      1.00      1.00      5.00		  -14   -1   -1    1    0    0
      2.00      0.00      0.00		    0   -0  -51   -0    1    0
      0.00      2.00      0.00		    0    1    1   -1   -1    1
      0.00      0.00      2.00		    0    0    2  -50   -0   -0
      1.00      0.00      0.00		    2    0    0    3    0    0
     -0.82      1.00      0.00		    0    2    0    0    4   -1
    -50.03     -0.61      1.00		    0    0    2    0    0    5
      0.00      0.00      0.00		    1    0    0    2    0    1
      0.00      0.00      0.00		    0    1    0    0    2    0
      1.00      1.00      0.00		    0    0    1    0    0    2
      0.00      1.00      2.00		    0    0    0    1    0    0
      2.00      0.00      1.00		    3    0    0    0    1    0
      0.00      2.00      0.00		    1    4    0    0    0    1
      0.00      0.00      2.00		    0    1    5    0    0    0
      1.00      0.00      0.00		    2    1    0    0    0    0
      0.00      1.00      0.00		    0    2    1    0    1    0
      0.00      0.00      1.00		    0    0    2    1    0    2
      0.00      0.00      0.00		    1    0    0    2    1    0
      3.00      0.00      0.00		    0    1    0    0    2    1
      0.00      4.00      0.00		    0    0    1    0    0    2
      1.00      0.00      5.00		   -0    0    0    1    0    0
      2.00      1.00      1.00		    0    0    0    0    1    0
      0.00      2.00      1.00		    1    1    0    0    0    1
      0.00      0.00      2.00		    1    1    2    0    0    0
      1.00      0.00      0.00		    2    1    1    3    0    0
      0.00      1.00      0.00		    0    2    1    1    4    0
      0.00      0.00      1.00		    0    0    2    1    1    5
      0.00      0.00      0.00		    1    0    0    3    0    0
      0.00      0.00      0.00		    0    1    0    0    3    0
      0.00      1.00      0.00		    0    0    1    0    0    3
      0.00      0.00      2.00		    0    0    0    1    0    0
      3.00      0.00      0.00		    3    0    0    0    1    0
      0.00      3.00      0.00		    0    4    0    0    0    1
      0.00      0.00      3.00		    0    0    5    0    0    0
      1.00      0.00      0.00		    3    0    1    0    0    0
      0.00      1.00      0.00		    0    3    0    1    1    0
      0.00      0.00      1.00		    0    0    3    0    1    2
      0.00      0.00      0.00		    1    0    0    3    0    1
      3.00      0.00      0.00		    0    1    0    0    3    0
      1.00      4.00      0.00		    0    0    1    0    0    3
      0.00      1.00      5.00		    0    0    0    1    0    0
      3.00      1.00      0.00		    0    0    0    0    1    0
      0.00      3.00      1.00		    0    1    0    0    0    1
      0.00      0.00      3.00		    1    0    2    0    0    0
      1.00      0.00      0.00		    3    1    0    3    0    0
      0.00      1.00      0.00		    0    3    1    0    4    0
      0.00      0.00      1.00		    0    0    3    1    0    5
      0.00      0.00      0.00		    1    0    0    3    1    1
      0.00      0.00      0.00		    0    1    0    0    3    1
      1.00      1.00      0.00		    0    0    1    0    0    3
      1.00      1.00      2.00		    0    0    0    1    0    0
      3.00      1.00      1.00		    3    0    0    0    1    0
      0.00      3.00      1.00		    1    4    0    0    0    1
      0.00      0.00      3.00		    1    1    5    0    0    0
      1.00      0.00      1.00		    0    0    0    0    0    0
      0.00      1.00      0.00		    1    0    0    0    1    0
      0.00      0.00      1.00		    0    1    0    0    0    2
      0.00      0.00      0.00		    1    0    1    0    0    0
      3.00      0.00      0.00		    0    1    0    1    0    0
      0.00      4.00      0.00		    0    0    1    0    1    0
      0.00      0.00      5.00		    0    0    0    1    0    1
      0.00      0.00      1.00		    0    0    0    0    1    0
      1.00      0.00      0.00		    1    1    0    0    0    1
      0.00      1.00      0.00		    0    1    2    0    0    0
      1.00      0.00      1.00		    0    0    1    3    0    0
      0.00      1.00      0.00		    1    0    0    1    4    0
      0.00      0.00      1.00		    0    1    0    0    1    5
      0.00      0.00      0.00		    1    0    1    0    1    0
      0.00      0.00      0.00		    0    1    0    1    0    1
      0.00      1.00      0.00		    0    0    1    0    1    0
      1.00      0.00      2.00		    0    0    0    1    0    1
      0.00      1.00      0.00		    3    0    0    0    1    0
      1.00      0.00      1.00		    0    4    0    0    0    1
      0.00      1.00      0.00		    1    0    5    0    0    0
      1.00      0.00      1.00		    0    1    1    0    0    0
      0.00      1.00      0.00		    1    0    1    1    1    0
      0.00      0.00      1.00		    0    1    0    1    1    2
      0.00      0.00      0.00		    1    0    1    0    1    1
      3.00      0.00      0.00		    0    1    0    1    0    1
      1.00      4.00      0.00		    0    0    1    0    1    0
      1.00      1.00      5.00		    0    0    0    1    0    1
      1.00      0.00      0.00		    0    0    0    2    1    0
      1.00      1.00      0.00		    0    1    0    0    0    1
      0.00      1.00      1.00		    0    0    2    0   -0   -0
      1.00      0.00      1.00		    1    0    0    3    0    0
      0.00      1.00      0.00		    1    1    0    0    4   -0
     -0.27     -0.63      1.00		    0    1    1    0    0    5
      0.00      0.00      0.00		    1    0    1    1    0    1
      0.00      0.00      0.00		    0    1    0    1    1    0
      1.00      1.00      0.00		    0    0    1    0    1    1
      0.00      1.00      2.00		    0    0    0    1    0    1
      1.00      0.00      1.00		    3    0    0    0    1    0
      1.00      1.00      0.00		    1    4    0    0    0    1
      0.00      1.00      1.00		    0    1    5    0    0    0
      1.00      0.00      1.00		    1    1    0    0    0    0
      0.00      1.00      0.00		    1    1    1    0    1    0
      0.00      0.00      1.00		    0    1    1    1    0    2
      0.00      0.00      0.00		    1    0    1    1    1    0
      3.00      0.00      0.00		    0    1    0    1    1    1
      0.00      4.00      0.00		    0    0    1    0    1    1
      1.00      0.00      5.00		    0    0    0    1    0    1
      1.00      1.00      1.00		    0    0    0    0    1    0
      1.00      1.00      1.00		    1    1    0    0    0    1
      0.00      1.00      1.00		    1    1    2    0    0    0
      1.00      0.00      1.00		    1    1    1    3    0    0
      0.00      1.00      0.00		    1    1    1    1    4    0
      0.00      0.00      1.00		    0    1    1    1    1    5
      0.00      0.00      0.00		    1    0    1    2    0    0
      0.00      0.00      0.00		    0    1    0    1    2    0
